Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51
41,15.0597,0.0871541,0.170319,-0.0503652,0.217268,0.132727,0.275769,0.199013,0.0853044,0.312182,-0.150733,0.0266353,-0.00213964,-0.28448,-0.219804,0.174846,0.00108402,0.0214508,-0.0873598,0.146953,-0.0982061,-0.165586,0.27025,0.0533308,-0.0162008,-0.0413152,0.0979542,-0.241851,-0.0888896,-0.131217,0.0761452,0.215962,0.0545937,0.114747,-0.0825014,0.0940697,0.122299,0.0678838,-0.0609306,-0.0593308,0.0349503,-0.0509361,0.068698,-0.174533,0.0741839,-0.0689005,-0.11276,-0.0388378,-0.0589219,0.036297,0.249263,-0.0467145,0.104785
42,12.5214,-0.267816,0.0424022,0.0362669,-0.0278457,-0.185307,0.0731304,0.191668,-0.163005,0.215787,-0.110853,-0.0833751,0.167056,0.0319732,0.00670814,-0.170498,-0.0815019,-0.109594,0.0328469,0.00855452,0.0207053,-0.0742013,0.100546,-0.0895472,0.0258894,0.229643,-0.000149894,-0.129719,0.256789,0.0913126,-0.0701889,-0.0448785,-0.302756,-0.277705,0.0952342,0.0540642,0.110393,-0.141878,-0.0166198,-0.0427436,-0.0627387,-0.0729066,-0.242501,0.0582884,-0.0154398,0.184995,-0.0920775,0.0489859,0.242991,0.195572,0.171727,0.18367,0.0985709
43,-10.8587,0.0553498,0.217008,-0.0499677,0.206849,0.133511,0.0100008,0.0249034,-0.0823294,-0.144031,0.169736,0.0361852,0.345571,-0.0677516,-0.230798,-0.170621,-0.1431,0.00171311,0.0759272,0.0703535,0.311457,0.130392,-0.0157038,0.302387,0.143196,0.112234,-0.287119,-0.137747,-0.0585328,0.173203,0.0407833,-0.183944,0.113349,-0.156574,0.0784631,0.021472,0.0440264,0.227353,-0.0765971,0.0532128,0.0416214,0.0770977,-0.0299802,0.0321994,0.0690819,-0.150574,0.0729196,0.0439286,-0.0163143,0.00401571,-0.0294107,-0.0645451,0.160423
44,10.3251,0.051131,0.0318528,0.0867068,-0.183599,0.440663,0.138661,0.170762,-0.0271258,0.0349972,0.0656091,-0.17081,0.00247584,0.0686518,0.105582,-0.00583984,-0.125035,0.0549745,0.0567981,0.0794301,-0.00244496,-0.184675,-0.198764,0.129621,0.13758,-0.097033,0.146625,-0.0177998,0.300797,-0.0929272,-0.154712,-0.131583,-0.116303,0.162188,0.026885,-0.0299896,0.0940967,0.122555,0.0447849,-0.041581,0.20109,-0.111623,-0.14696,-0.0413923,0.146722,-0.120535,-0.13052,0.00274064,0.218254,-0.255954,-0.166654,-0.0165405,-0.111961
45,-7.85948,-0.206079,0.149449,-0.115088,0.0311571,-0.0205096,0.0568533,-0.139403,-0.138344,0.00360891,0.166007,0.246796,-0.0748718,0.063529,0.0242903,-0.364446,-0.00182346,0.108646,-0.152701,-0.128972,0.0145974,0.0263395,0.0258893,0.0109945,0.00250178,-0.197268,-0.18642,-0.0541093,0.116131,-0.268028,-0.00391173,0.0541443,-0.012046,0.154055,-0.125449,-0.203877,0.233401,0.0351253,-0.117461,-0.140353,-0.134481,0.0538688,-0.207095,-0.299763,-0.169419,0.154151,-0.0858767,0.0775377,-0.132184,-0.118649,0.0210436,-0.0524783,-0.0646012
46,7.39412,-0.0095918,-0.0940539,-0.0378824,-0.103192,0.0976927,-0.0969178,0.271998,-0.0995906,-0.132337,0.141311,0.194442,-0.141273,0.0383248,0.0940094,0.043022,0.206852,0.0713494,0.0731969,0.0420349,0.28169,0.0649092,0.20154,-0.0392532,-0.0390687,0.0167967,0.304703,-0.241581,-0.0174398,-0.00613494,-0.306941,0.00449987,0.225492,-0.140765,-0.00351875,0.0190216,-0.00453046,0.0878792,-0.200581,-0.0877256,-0.141679,-0.20469,-0.0192027,0.222967,-0.0553982,0.142736,-0.171369,-0.0184202,-0.128072,-0.00652875,-0.0559815,-0.134012,0.104754
47,-6.72328,-0.0589818,0.0896632,-0.137765,-0.0434669,0.0366319,0.0527594,0.0823561,-0.0224689,0.0080882,-0.0555093,0.294108,0.107702,-0.0562406,-0.0109896,-0.0597496,0.11915,-0.13905,0.0833086,0.234301,0.0501835,-0.28767,-0.260439,-0.170679,-0.239751,-0.0675523,-0.150392,-0.107324,-0.0100522,-0.109661,0.0157959,0.0037584,0.101436,0.17902,0.294827,0.193655,-0.0872942,-0.16896,0.0510772,0.190404,0.183731,0.0916975,-0.11806,0.127781,-0.126951,0.174315,0.129854,-0.161251,-0.0754577,-0.12108,-0.115611,0.0514678,0.148221
48,-4.93015,0.0792825,0.0762783,0.0762066,-0.144122,0.131554,-0.133778,0.0364498,0.0731536,0.000455782,-0.0471933,0.249912,-0.159738,-0.22615,0.0206233,-0.0366314,-0.159437,0.140519,-0.0427032,-0.0380269,-0.0100868,0.0300781,0.0658857,-0.0246011,0.191298,-0.259214,-0.2428,0.157794,-0.0466749,0.171851,-0.127549,0.000349692,-0.138158,0.015981,-0.0954825,0.0490664,-0.0428659,-0.0853199,0.117908,0.00926389,0.152521,-0.271593,-0.059392,-0.040172,-0.197355,-0.0308437,-0.0837745,-0.178632,0.100752,0.39987,-0.11701,-0.0482998,0.255499
49,3.73368,0.0603021,-0.105419,-0.157285,0.137835,-0.0295654,0.157452,-0.00640588,0.0914459,0.0744917,-0.296658,0.128627,0.08424,0.147773,-0.0322557,-0.215945,0.193388,-0.124371,0.0222648,0.0743399,0.0172764,0.217078,-0.150895,-0.0446029,-0.0586299,-0.178579,0.0472828,0.0910189,-0.127113,-0.0487802,-0.235611,0.0126299,-0.0879138,0.0298895,0.0353247,-0.213517,-0.189967,0.169698,-0.220022,-0.205664,-0.0385568,-0.173635,-0.0740278,0.0228549,0.0595349,-0.303384,0.136314,-0.14291,0.187732,0.0017286,0.08731,0.199729,0.0597521
50,-2.7201,0.0864068,-0.0118298,0.237724,-0.157386,0.106847,-0.0370513,-0.225065,-0.0748704,-0.204331,-0.119569,0.0997278,0.028227,-0.221196,-0.210509,-0.0259591,-0.090183,-0.154032,0.106703,0.0131025,-0.219838,-0.167475,-0.0227522,-0.0816118,0.0441518,-0.0686337,0.146458,-0.020529,-0.0772578,0.174908,0.0552622,0.0448195,-0.0119489,-0.131239,-0.089276,-0.172958,0.430916,-0.0117412,-0.199227,-0.14404,-0.109406,0.0549512,-0.0666513,0.218427,0.0157435,0.0271435,0.105829,-0.144321,-0.0888412,-0.16427,-0.0447518,0.197325,0.0821096
51,0.532907,-0.137272,-0.0339566,-0.0237569,-0.0358443,-0.0163105,-0.0471601,-0.0870774,0.0550947,-0.00368148,0.171813,0.228016,-0.0071638,0.0314171,0.00665114,0.180553,-0.142346,0.09849,-0.211303,0.0409972,-0.269453,-0.00939895,0.0288385,-0.0611254,-0.254745,0.174492,0.124589,-0.135288,0.138493,0.193999,-0.0691642,-0.128106,-0.121761,0.0492747,0.03196,0.151458,-0.0448719,0.0243357,-0.261673,-0.0927352,0.00900795,-0.0320473,-0.145,-0.174243,0.0615463,-0.256611,0.375975,0.142218,0.0191759,0.0414254,-0.109833,-0.235164,0.122684
